dataset,model,regime,seed,test_accuracy,test_accuracy_dedup,test_accuracy_nbr_covered,val_accuracy,epochs_run,split_index
Cora,LabelProp,transductive,5,0.6359999775886536,0.6359999775886536,0.6359999775886536,0.6259999871253967,0,5
Cora,LabelProp,density_control,5,0.6359999775886536,0.6359999775886536,0.6359999775886536,0.6259999871253967,0,5
Cora,LabelProp,inductive,5,0.6359999775886536,0.6359999775886536,0.6359999775886536,0.6259999871253967,0,5
Cora,GCN,transductive,6,0.8240000009536743,0.8240000009536743,0.8240000009536743,0.8100000023841858,219,6
Cora,GCN,density_control,6,0.8240000009536743,0.8240000009536743,0.8240000009536743,0.7760000228881836,114,6
Cora,GCN,inductive,6,0.8040000200271606,0.8040000200271606,0.8040000200271606,0.7860000133514404,189,6
Cora,GraphSAGE,transductive,6,0.8019999861717224,0.8019999861717224,0.8019999861717224,0.8019999861717224,300,6
Cora,GraphSAGE,density_control,6,0.7900000214576721,0.7900000214576721,0.7900000214576721,0.7720000147819519,132,6
Cora,GraphSAGE,inductive,6,0.8220000267028809,0.8220000267028809,0.8220000267028809,0.7639999985694885,112,6
Cora,MLP,transductive,6,0.5619999766349792,0.5619999766349792,0.5619999766349792,0.5699999928474426,115,6
Cora,MLP,density_control,6,0.5619999766349792,0.5619999766349792,0.5619999766349792,0.5699999928474426,115,6
Cora,MLP,inductive,6,0.5619999766349792,0.5619999766349792,0.5619999766349792,0.5699999928474426,115,6
Cora,LabelProp,transductive,6,0.628000020980835,0.628000020980835,0.628000020980835,0.6299999952316284,0,6
Cora,LabelProp,density_control,6,0.628000020980835,0.628000020980835,0.628000020980835,0.6299999952316284,0,6
Cora,LabelProp,inductive,6,0.628000020980835,0.628000020980835,0.628000020980835,0.6299999952316284,0,6
Cora,GCN,transductive,7,0.800000011920929,0.800000011920929,0.800000011920929,0.7960000038146973,189,7
Cora,GCN,density_control,7,0.7900000214576721,0.7900000214576721,0.7900000214576721,0.7879999876022339,112,7
Cora,GCN,inductive,7,0.7940000295639038,0.7940000295639038,0.7940000295639038,0.7739999890327454,204,7
Cora,GraphSAGE,transductive,7,0.7739999890327454,0.7739999890327454,0.7739999890327454,0.777999997138977,130,7
Cora,GraphSAGE,density_control,7,0.8159999847412109,0.8159999847412109,0.8159999847412109,0.7459999918937683,183,7
Cora,GraphSAGE,inductive,7,0.7739999890327454,0.7739999890327454,0.7739999890327454,0.7559999823570251,120,7
Cora,MLP,transductive,7,0.5419999957084656,0.5419999957084656,0.5419999957084656,0.5199999809265137,111,7
Cora,MLP,density_control,7,0.5419999957084656,0.5419999957084656,0.5419999957084656,0.5199999809265137,111,7
Cora,MLP,inductive,7,0.5419999957084656,0.5419999957084656,0.5419999957084656,0.5199999809265137,111,7
Cora,LabelProp,transductive,7,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.5440000295639038,0,7
Cora,LabelProp,density_control,7,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.5440000295639038,0,7
Cora,LabelProp,inductive,7,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.5440000295639038,0,7
Cora,GCN,transductive,8,0.8140000104904175,0.8140000104904175,0.8140000104904175,0.7979999780654907,183,8
Cora,GCN,density_control,8,0.828000009059906,0.828000009059906,0.828000009059906,0.7860000133514404,226,8
Cora,GCN,inductive,8,0.8460000157356262,0.8460000157356262,0.8460000157356262,0.7879999876022339,121,8
Cora,GraphSAGE,transductive,8,0.7919999957084656,0.7919999957084656,0.7919999957084656,0.7760000228881836,287,8
Cora,GraphSAGE,density_control,8,0.7860000133514404,0.7860000133514404,0.7860000133514404,0.7400000095367432,214,8
Cora,GraphSAGE,inductive,8,0.7620000243186951,0.7620000243186951,0.7620000243186951,0.7760000228881836,163,8
